agent6;Goal1;3.865997
agent5;Goal1;4.014999
agent9;Goal1;5.542007
agent8;Goal1;8.063004
agent3;Goal2;8.233994
agent2;Goal2;9.320999
agent0;Goal3;16.802002
agent7;Goal3;21.255997
agent4;Goal2;25.962997
agent1;Goal3;26.981995
