agent5;Goal1;7.365005
agent9;Goal0;7.949005
agent6;Goal1;8.192993
agent2;Goal2;9.830002
agent8;Goal2;10.033997
agent7;Goal0;13.255005
agent1;Goal2;17.128006
agent4;Goal2;17.667007
agent0;Goal2;19.123993
agent3;Goal2;27.244003
