1.496000;agent0;2.699650;0.000000;28.737305;LookingFor;cell2.000000-28.000000
1.496000;agent1;53.689106;0.000000;95.146912;LookingFor;cell52.000000-94.000000
1.496000;agent2;89.160210;0.000000;95.462906;LookingFor;cell88.000000-94.000000
1.496000;agent3;51.778023;0.000000;58.290337;LookingFor;cell52.000000-58.000000
1.496000;agent4;52.102371;0.000000;28.325788;LookingFor;cell52.000000-28.000000
1.496000;agent5;82.346909;0.000000;6.464170;LookingFor;cell80.000000-6.000000
1.496000;agent6;97.530800;0.000000;56.019855;LookingFor;cell96.000000-56.000000
1.497000;agent7;40.278305;0.000000;49.133549;LookingFor;cell38.000000-48.000000
1.497000;agent8;55.388737;0.000000;19.694822;LookingFor;cell54.000000-18.000000
1.497000;agent9;72.553154;0.000000;49.226532;LookingFor;cell72.000000-48.000000
2.756000;agent0;3.003503;0.000000;29.060442;LookingFor;cell2.000000-28.000000
2.756000;agent1;53.549744;0.000000;95.599709;LookingFor;cell52.000000-94.000000
2.757000;agent2;88.706512;0.000000;95.267433;LookingFor;cell88.000000-94.000000
2.757000;agent3;51.459660;0.000000;57.982288;LookingFor;cell50.000000-58.000000
2.757000;agent4;51.655678;0.000000;28.509983;LookingFor;cell52.000000-28.000000
2.757000;agent5;82.817039;0.000000;6.520114;LookingFor;cell82.000000-6.000000
2.757000;agent6;97.395096;0.000000;55.602837;LookingFor;cell96.000000-56.000000
2.757000;agent7;40.528107;0.000000;49.299679;LookingFor;cell40.000000-48.000000
2.757000;agent8;54.891827;0.000000;19.718845;LookingFor;cell54.000000-18.000000
2.757000;agent9;72.309715;0.000000;49.598793;LookingFor;cell72.000000-48.000000
3.726000;agent0;3.312605;0.000000;29.433493;LookingFor;cell2.000000-28.000000
3.726000;agent1;53.477631;0.000000;96.065842;LookingFor;cell52.000000-94.000000
3.726000;agent2;88.419777;0.000000;95.179207;LookingFor;cell88.000000-94.000000
3.726000;agent3;51.082165;0.000000;57.669075;LookingFor;cell50.000000-56.000000
3.727000;agent4;51.194626;0.000000;28.681267;LookingFor;cell50.000000-28.000000
3.727000;agent5;83.097893;0.000000;6.625566;LookingFor;cell82.000000-6.000000
3.727000;agent6;97.222710;0.000000;55.169025;LookingFor;cell96.000000-54.000000
3.727000;agent7;40.929298;0.000000;49.585854;LookingFor;cell40.000000-48.000000
3.727000;agent8;54.429523;0.000000;19.758570;LookingFor;cell54.000000-18.000000
3.727000;agent9;72.086952;0.000000;50.020538;LookingFor;cell72.000000-48.000000
4.797000;agent0;3.630605;0.000000;29.785238;LookingFor;cell2.000000-28.000000
4.797000;agent1;53.384052;0.000000;96.350876;LookingFor;cell52.000000-96.000000
4.797000;agent2;87.965393;0.000000;95.001251;LookingFor;cell88.000000-94.000000
4.797000;agent3;50.756100;0.000000;57.304489;LookingFor;cell50.000000-56.000000
4.797000;agent4;50.719563;0.000000;28.804079;LookingFor;cell50.000000-28.000000
4.797000;agent5;82.645828;0.000000;6.571174;LookingFor;cell82.000000-6.000000
4.797000;agent6;97.114349;0.000000;54.889282;LookingFor;cell96.000000-54.000000
4.797000;agent7;41.301456;0.000000;49.877789;LookingFor;cell40.000000-48.000000
4.797000;agent8;53.953087;0.000000;19.868580;LookingFor;cell54.000000-18.000000
4.798000;agent9;71.835739;0.000000;50.434761;LookingFor;cell72.000000-50.000000
5.717000;agent0;3.932137;0.000000;30.185852;LookingFor;cell2.000000-28.000000
5.717000;agent1;53.853580;0.000000;96.331871;LookingFor;cell52.000000-96.000000
5.717000;agent2;87.675026;0.000000;94.925827;LookingFor;cell86.000000-94.000000
5.717000;agent3;50.457676;0.000000;56.973312;LookingFor;cell50.000000-56.000000
5.717000;agent4;50.264866;0.000000;28.956789;LookingFor;cell50.000000-28.000000
5.717000;agent5;82.150642;0.000000;6.556792;LookingFor;cell82.000000-6.000000
5.717000;agent6;96.995857;0.000000;54.414898;LookingFor;cell96.000000-54.000000
5.717000;agent7;41.721035;0.000000;50.133125;LookingFor;cell40.000000-48.000000
5.717000;agent8;53.470955;0.000000;19.974583;LookingFor;cell52.000000-18.000000
5.718000;agent9;71.610016;0.000000;50.789116;LookingFor;cell70.000000-50.000000
6.686000;agent0;4.245719;0.000000;30.541370;LookingFor;cell2.000000-30.000000
6.686000;agent1;54.348961;0.000000;96.308296;LookingFor;cell52.000000-96.000000
6.686000;agent2;87.216278;0.000000;94.750778;LookingFor;cell86.000000-94.000000
6.686000;agent3;50.234020;0.000000;56.773369;Goal0;cell50.000000-56.000000
6.687000;agent4;49.848106;0.000000;29.069933;LookingFor;cell50.000000-28.000000
6.687000;agent5;81.666916;0.000000;6.526782;LookingFor;cell82.000000-6.000000
6.687000;agent6;96.888237;0.000000;54.134865;LookingFor;cell96.000000-54.000000
6.687000;agent7;42.072342;0.000000;50.424648;LookingFor;cell40.000000-50.000000
6.687000;agent8;53.197472;0.000000;20.330530;LookingFor;cell52.000000-18.000000
6.687000;agent9;71.344070;0.000000;51.202621;LookingFor;cell70.000000-50.000000
8.305000;agent0;4.520571;0.000000;30.939581;LookingFor;cell4.000000-30.000000
8.306000;agent1;54.833244;0.000000;96.280586;LookingFor;cell54.000000-96.000000
8.306000;agent2;86.926079;0.000000;94.674728;LookingFor;cell86.000000-94.000000
8.306000;agent3;49.903023;0.000000;56.456448;Goal0;cell50.000000-56.000000
8.306000;agent4;49.404099;0.000000;29.255003;LookingFor;cell48.000000-28.000000
8.306000;agent5;81.183342;0.000000;6.521696;LookingFor;cell80.000000-6.000000
8.306000;agent6;96.745575;0.000000;53.665157;LookingFor;cell96.000000-54.000000
8.306000;agent7;42.509750;0.000000;50.659023;LookingFor;cell42.000000-50.000000
8.306000;agent8;52.920895;0.000000;20.743017;LookingFor;cell52.000000-20.000000
8.306000;agent9;71.086884;0.000000;51.577789;LookingFor;cell70.000000-50.000000
9.376000;agent0;4.843076;0.000000;31.286158;LookingFor;cell4.000000-30.000000
9.376000;agent1;55.316822;0.000000;96.275093;LookingFor;cell54.000000-96.000000
9.377000;agent2;86.467346;0.000000;94.498543;LookingFor;cell86.000000-94.000000
9.377000;agent3;49.561131;0.000000;56.106689;Goal0;cell48.000000-56.000000
9.377000;agent4;48.929642;0.000000;29.391632;LookingFor;cell48.000000-28.000000
9.377000;agent5;80.684563;0.000000;6.522645;LookingFor;cell80.000000-6.000000
9.377000;agent6;96.622261;0.000000;53.181393;LookingFor;cell96.000000-52.000000
9.377000;agent7;42.901138;0.000000;50.930393;LookingFor;cell42.000000-50.000000
9.377000;agent8;52.660870;0.000000;21.102709;LookingFor;cell52.000000-20.000000
9.377000;agent9;70.842293;0.000000;52.010338;LookingFor;cell70.000000-50.000000
10.247000;agent0;5.160836;0.000000;31.665783;LookingFor;cell4.000000-30.000000
10.248000;agent1;55.815567;0.000000;96.276199;LookingFor;cell54.000000-96.000000
10.248000;agent2;86.185028;0.000000;94.397072;LookingFor;cell86.000000-94.000000
10.248000;agent3;49.261620;0.000000;55.784161;Goal0;cell48.000000-56.000000
10.248000;agent4;48.638195;0.000000;29.462765;LookingFor;cell48.000000-28.000000
10.248000;agent5;80.184959;0.000000;6.521481;LookingFor;cell80.000000-6.000000
10.248000;agent6;96.546738;0.000000;52.713486;LookingFor;cell96.000000-52.000000
10.248000;agent7;43.290722;0.000000;51.133907;LookingFor;cell42.000000-50.000000
10.248000;agent8;52.483253;0.000000;21.344477;LookingFor;cell52.000000-20.000000
10.248000;agent9;70.571228;0.000000;52.402218;LookingFor;cell70.000000-52.000000
11.218000;agent0;5.453368;0.000000;31.987570;LookingFor;cell4.000000-30.000000
11.218000;agent1;56.315155;0.000000;96.275078;LookingFor;cell54.000000-96.000000
11.218000;agent2;85.903549;0.000000;94.293297;LookingFor;cell86.000000-94.000000
11.218000;agent3;48.951912;0.000000;55.467079;Goal0;cell48.000000-54.000000
11.218000;agent4;48.188892;0.000000;29.550835;LookingFor;cell48.000000-28.000000
11.218000;agent5;79.684975;0.000000;6.520794;LookingFor;cell80.000000-6.000000
11.218000;agent6;96.492447;0.000000;52.252159;LookingFor;cell96.000000-52.000000
11.219000;agent7;43.719738;0.000000;51.382435;LookingFor;cell42.000000-50.000000
11.219000;agent8;52.295078;0.000000;21.578123;LookingFor;cell52.000000-20.000000
11.219000;agent9;70.373024;0.000000;52.795101;LookingFor;cell70.000000-52.000000
12.687000;agent0;5.760885;0.000000;32.304489;LookingFor;cell4.000000-30.000000
12.687000;agent1;56.815144;0.000000;96.274467;LookingFor;cell56.000000-96.000000
12.687000;agent2;85.454269;0.000000;94.158043;LookingFor;cell84.000000-94.000000
12.687000;agent3;48.575722;0.000000;55.140862;Goal0;cell48.000000-54.000000
12.687000;agent4;47.906109;0.000000;29.650999;LookingFor;cell48.000000-28.000000
12.687000;agent5;79.198921;0.000000;6.491094;LookingFor;cell78.000000-6.000000
12.688000;agent6;96.400093;0.000000;51.822277;LookingFor;cell96.000000-52.000000
12.688000;agent7;44.067318;0.000000;51.675362;LookingFor;cell42.000000-50.000000
12.688000;agent8;52.057339;0.000000;21.977386;LookingFor;cell52.000000-20.000000
12.688000;agent9;70.104401;0.000000;53.212414;LookingFor;cell70.000000-52.000000
15.306000;agent0;6.066315;0.000000;32.681393;LookingFor;cell4.000000-32.000000
15.306000;agent1;57.315105;0.000000;96.273674;LookingFor;cell56.000000-96.000000
15.306000;agent2;85.000076;0.000000;93.980148;LookingFor;cell84.000000-94.000000
15.306000;agent3;48.266018;0.000000;54.788204;Goal0;cell48.000000-54.000000
15.306000;agent4;47.611671;0.000000;29.708500;LookingFor;cell46.000000-28.000000
15.307000;agent5;78.901550;0.000000;6.451491;LookingFor;cell78.000000-6.000000
15.307000;agent6;96.289688;0.000000;51.393787;LookingFor;cell96.000000-50.000000
15.307000;agent7;44.492119;0.000000;51.915531;LookingFor;cell44.000000-50.000000
15.307000;agent8;51.794670;0.000000;22.339512;LookingFor;cell52.000000-20.000000
15.307000;agent9;70.492798;0.000000;52.920399;LookingFor;cell70.000000-52.000000
16.275000;agent0;6.392583;0.000000;33.025146;LookingFor;cell6.000000-32.000000
16.275000;agent1;57.815083;0.000000;96.272903;LookingFor;cell56.000000-96.000000
16.275999;agent2;84.588577;0.000000;93.808784;LookingFor;cell84.000000-92.000000
16.275999;agent3;47.945980;0.000000;54.489677;Goal0;cell48.000000-54.000000
16.275999;agent4;47.153233;0.000000;29.785324;LookingFor;cell46.000000-28.000000
16.275999;agent5;78.428329;0.000000;6.372020;LookingFor;cell78.000000-6.000000
16.275999;agent6;96.247131;0.000000;50.929256;LookingFor;cell96.000000-50.000000
16.275999;agent7;44.842720;0.000000;52.207825;LookingFor;cell44.000000-50.000000
16.275999;agent8;51.561150;0.000000;22.744246;LookingFor;cell50.000000-22.000000
16.275999;agent9;70.855751;0.000000;52.666176;LookingFor;cell70.000000-52.000000
58.599998;agent0;6.419084;0.000000;32.596306;LookingFor;cell6.000000-32.000000
58.599998;agent1;58.315052;0.000000;96.272079;LookingFor;cell56.000000-96.000000
58.599998;agent2;84.163628;0.000000;93.681183;LookingFor;cell84.000000-92.000000
58.599998;agent3;47.573090;0.000000;54.179394;Goal0;cell46.000000-54.000000
58.599998;agent4;46.717815;0.000000;30.011505;LookingFor;cell46.000000-28.000000
58.599998;agent5;77.960304;0.000000;6.317530;LookingFor;cell78.000000-6.000000
58.601002;agent6;96.153358;0.000000;50.448055;LookingFor;cell96.000000-50.000000
58.601002;agent7;45.254562;0.000000;52.424259;LookingFor;cell44.000000-52.000000
58.601002;agent8;51.288570;0.000000;23.092052;LookingFor;cell50.000000-22.000000
58.601002;agent9;71.096962;0.000000;52.487804;LookingFor;cell70.000000-52.000000
58.620998;agent0;6.385667;0.000000;32.132851;LookingFor;cell6.000000-32.000000
