agent5;Theater;5.773000
agent6;Theater;41.414001
agent8;Theater;49.562000
agent9;Restaurant;52.000000
agent1;Stadium;81.809998
agent4;AppleStore;87.803001
agent7;Restaurant;109.885002
agent2;Stadium;147.511002
agent3;Stadium;154.330002
agent0;AppleStore;290.743988
