agent5;Goal1;6.882996
agent9;Goal0;7.455002
agent6;Goal1;9.057007
agent3;Goal0;9.473007
agent8;Goal1;11.884995
agent7;Goal2;13.369995
agent4;Goal3;14.610001
agent2;Goal2;17.134003
agent1;Goal2;17.580002
agent0;Goal2;25.272995
