terrainSize:30.000000,20.000000
camera
qntCells:150
cell0.000000-0.000000;1.000000;0.000000;1.000000;1.000000
cell0.000000-2.000000;1.000000;0.000000;3.000000;1.000000
cell0.000000-4.000000;1.000000;0.000000;5.000000;1.000000
cell0.000000-6.000000;1.000000;0.000000;7.000000;1.000000
cell0.000000-8.000000;1.000000;0.000000;9.000000;1.000000
cell0.000000-10.000000;1.000000;0.000000;11.000000;1.000000
cell0.000000-12.000000;1.000000;0.000000;13.000000;1.000000
cell0.000000-14.000000;1.000000;0.000000;15.000000;1.000000
cell0.000000-16.000000;1.000000;0.000000;17.000000;1.000000
cell0.000000-18.000000;1.000000;0.000000;19.000000;1.000000
cell2.000000-0.000000;3.000000;0.000000;1.000000;1.000000
cell2.000000-2.000000;3.000000;0.000000;3.000000;1.000000
cell2.000000-4.000000;3.000000;0.000000;5.000000;1.000000
cell2.000000-6.000000;3.000000;0.000000;7.000000;1.000000
cell2.000000-8.000000;3.000000;0.000000;9.000000;1.000000
cell2.000000-10.000000;3.000000;0.000000;11.000000;1.000000
cell2.000000-12.000000;3.000000;0.000000;13.000000;1.000000
cell2.000000-14.000000;3.000000;0.000000;15.000000;1.000000
cell2.000000-16.000000;3.000000;0.000000;17.000000;1.000000
cell2.000000-18.000000;3.000000;0.000000;19.000000;1.000000
cell4.000000-0.000000;5.000000;0.000000;1.000000;1.000000
cell4.000000-2.000000;5.000000;0.000000;3.000000;1.000000
cell4.000000-4.000000;5.000000;0.000000;5.000000;1.000000
cell4.000000-6.000000;5.000000;0.000000;7.000000;1.000000
cell4.000000-8.000000;5.000000;0.000000;9.000000;1.000000
cell4.000000-10.000000;5.000000;0.000000;11.000000;1.000000
cell4.000000-12.000000;5.000000;0.000000;13.000000;1.000000
cell4.000000-14.000000;5.000000;0.000000;15.000000;1.000000
cell4.000000-16.000000;5.000000;0.000000;17.000000;1.000000
cell4.000000-18.000000;5.000000;0.000000;19.000000;1.000000
cell6.000000-0.000000;7.000000;0.000000;1.000000;1.000000
cell6.000000-2.000000;7.000000;0.000000;3.000000;1.000000
cell6.000000-4.000000;7.000000;0.000000;5.000000;1.000000
cell6.000000-6.000000;7.000000;0.000000;7.000000;1.000000
cell6.000000-8.000000;7.000000;0.000000;9.000000;1.000000
cell6.000000-10.000000;7.000000;0.000000;11.000000;1.000000
cell6.000000-12.000000;7.000000;0.000000;13.000000;1.000000
cell6.000000-14.000000;7.000000;0.000000;15.000000;1.000000
cell6.000000-16.000000;7.000000;0.000000;17.000000;1.000000
cell6.000000-18.000000;7.000000;0.000000;19.000000;1.000000
cell8.000000-0.000000;9.000000;0.000000;1.000000;1.000000
cell8.000000-2.000000;9.000000;0.000000;3.000000;1.000000
cell8.000000-4.000000;9.000000;0.000000;5.000000;1.000000
cell8.000000-6.000000;9.000000;0.000000;7.000000;1.000000
cell8.000000-8.000000;9.000000;0.000000;9.000000;1.000000
cell8.000000-10.000000;9.000000;0.000000;11.000000;1.000000
cell8.000000-12.000000;9.000000;0.000000;13.000000;1.000000
cell8.000000-14.000000;9.000000;0.000000;15.000000;1.000000
cell8.000000-16.000000;9.000000;0.000000;17.000000;1.000000
